user_device,user_osName,user_browserName,user_lat_lng,dest_lat_lng,booked_flight,booked_hotel,booked_rental,subscriber_id,subscriber_name,subscriber_tier,avg_daily_rate,commission_rate,mobile_optimized,p_conversion_ground_truth
tablet,Android,Chrome,"28.858,-83.7828","21.28,-65.5491",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
tablet,Android,Chrome,"28.858,-83.7828","21.28,-65.5491",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
tablet,Android,Chrome,"28.858,-83.7828","21.28,-65.5491",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,macOS,Firefox,"29.2962,-82.7123","40.285,-93.2437",1.0,0,1.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.10433122311900135
desktop,macOS,Firefox,"29.2962,-82.7123","40.285,-93.2437",1.0,0,1.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.10433122311900135
desktop,macOS,Firefox,"29.2962,-82.7123","40.285,-93.2437",1.0,0,1.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.19000156601531307
desktop,macOS,Firefox,"29.2962,-82.7123","40.285,-93.2437",1.0,0,1.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.10433122311900135
desktop,macOS,Firefox,"29.2962,-82.7123","40.285,-93.2437",1.0,0,1.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.10433122311900135
desktop,Windows,Firefox,"40.9469,-92.1036","30.8858,-76.799",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Firefox,"40.9469,-92.1036","30.8858,-76.799",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Firefox,"40.9469,-92.1036","30.8858,-76.799",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Firefox,"40.9469,-92.1036","30.8858,-76.799",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Firefox,"40.9469,-92.1036","30.8858,-76.799",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,iOS,Safari,"43.5245,-90.7666","40.9782,-106.8874",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Safari,"43.5245,-90.7666","40.9782,-106.8874",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Safari,"43.5245,-90.7666","40.9782,-106.8874",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Safari,"43.5245,-90.7666","40.9782,-106.8874",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Safari,"43.5245,-90.7666","40.9782,-106.8874",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,macOS,Chrome,"38.2498,-113.3175","23.6797,-131.0892",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
desktop,macOS,Chrome,"38.2498,-113.3175","23.6797,-131.0892",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
desktop,macOS,Chrome,"38.2498,-113.3175","23.6797,-131.0892",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.13010847436299788
desktop,macOS,Chrome,"38.2498,-113.3175","23.6797,-131.0892",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
desktop,macOS,Chrome,"38.2498,-113.3175","23.6797,-131.0892",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
tablet,iOS,Safari,"45.7254,-97.807","45.0755,-112.638",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
tablet,iOS,Safari,"45.7254,-97.807","45.0755,-112.638",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
tablet,iOS,Safari,"45.7254,-97.807","45.0755,-112.638",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.06913842034334684
tablet,iOS,Safari,"45.7254,-97.807","45.0755,-112.638",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
tablet,iOS,Safari,"45.7254,-97.807","45.0755,-112.638",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
mobile,Android,Chrome,"49.7816,-97.4612","35.4122,-115.1516",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"49.7816,-97.4612","35.4122,-115.1516",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"49.7816,-97.4612","35.4122,-115.1516",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"49.7816,-97.4612","35.4122,-115.1516",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"49.7816,-97.4612","35.4122,-115.1516",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Chrome,"45.5003,-72.0751","55.0886,-58.2746",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"45.5003,-72.0751","55.0886,-58.2746",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"45.5003,-72.0751","55.0886,-58.2746",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"45.5003,-72.0751","55.0886,-58.2746",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"45.5003,-72.0751","55.0886,-58.2746",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,macOS,Chrome,"42.3721,-98.4457","52.1177,-116.0837",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
desktop,macOS,Chrome,"42.3721,-98.4457","52.1177,-116.0837",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
desktop,macOS,Chrome,"42.3721,-98.4457","52.1177,-116.0837",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.13010847436299788
desktop,macOS,Chrome,"42.3721,-98.4457","52.1177,-116.0837",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
desktop,macOS,Chrome,"42.3721,-98.4457","52.1177,-116.0837",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
desktop,Linux,Chrome,"38.3123,-92.5329","46.9446,-101.6663",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
desktop,Linux,Chrome,"38.3123,-92.5329","46.9446,-101.6663",1.0,1,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
desktop,Linux,Chrome,"38.3123,-92.5329","46.9446,-101.6663",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.06913842034334684
desktop,Linux,Chrome,"38.3123,-92.5329","46.9446,-101.6663",1.0,1,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
desktop,Linux,Chrome,"38.3123,-92.5329","46.9446,-101.6663",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
desktop,Windows,,"36.2213,-93.3374","29.7222,-109.1871",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,,"36.2213,-93.3374","29.7222,-109.1871",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,,"36.2213,-93.3374","29.7222,-109.1871",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,,"36.2213,-93.3374","29.7222,-109.1871",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,,"36.2213,-93.3374","29.7222,-109.1871",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Windows,Edge,"27.1098,-88.1619","37.2269,-96.345",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Edge,"27.1098,-88.1619","37.2269,-96.345",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Edge,"27.1098,-88.1619","37.2269,-96.345",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Edge,"27.1098,-88.1619","37.2269,-96.345",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Edge,"27.1098,-88.1619","37.2269,-96.345",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,iOS,Chrome,"34.9842,-82.5884","36.2741,-98.966",0.0,1,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"34.9842,-82.5884","36.2741,-98.966",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"34.9842,-82.5884","36.2741,-98.966",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"34.9842,-82.5884","36.2741,-98.966",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"34.9842,-82.5884","36.2741,-98.966",0.0,1,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Chrome,"47.7534,-108.7479","43.9676,-102.0278",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.03916572279676437
mobile,Android,Chrome,"47.7534,-108.7479","43.9676,-102.0278",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.03916572279676437
mobile,Android,Chrome,"47.7534,-108.7479","43.9676,-102.0278",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.01798620996209156
mobile,Android,Chrome,"47.7534,-108.7479","43.9676,-102.0278",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.03916572279676437
mobile,Android,Chrome,"47.7534,-108.7479","43.9676,-102.0278",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.01798620996209156
desktop,Linux,Firefox,"45.2006,-93.5638","48.9605,-108.2307",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Linux,Firefox,"45.2006,-93.5638","48.9605,-108.2307",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Linux,Firefox,"45.2006,-93.5638","48.9605,-108.2307",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Linux,Firefox,"45.2006,-93.5638","48.9605,-108.2307",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Linux,Firefox,"45.2006,-93.5638","48.9605,-108.2307",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Windows,Chrome,"30.4013,-78.7041","15.7715,-64.6303",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Chrome,"30.4013,-78.7041","15.7715,-64.6303",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Chrome,"30.4013,-78.7041","15.7715,-64.6303",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Chrome,"30.4013,-78.7041","15.7715,-64.6303",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Chrome,"30.4013,-78.7041","15.7715,-64.6303",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Linux,Chrome,"36.6652,-96.8443","25.954,-84.1567",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Linux,Chrome,"36.6652,-96.8443","25.954,-84.1567",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Linux,Chrome,"36.6652,-96.8443","25.954,-84.1567",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Linux,Chrome,"36.6652,-96.8443","25.954,-84.1567",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Linux,Chrome,"36.6652,-96.8443","25.954,-84.1567",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
tablet,iOS,Chrome,"45.4181,-106.0771","52.6869,-125.5306",1.0,1,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
tablet,iOS,Chrome,"45.4181,-106.0771","52.6869,-125.5306",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
tablet,iOS,Chrome,"45.4181,-106.0771","52.6869,-125.5306",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.06913842034334684
tablet,iOS,Chrome,"45.4181,-106.0771","52.6869,-125.5306",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
tablet,iOS,Chrome,"45.4181,-106.0771","52.6869,-125.5306",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
mobile,Android,Samsung Internet,"26.6846,-87.2645","19.0094,-71.4354",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.6846,-87.2645","19.0094,-71.4354",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.6846,-87.2645","19.0094,-71.4354",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"26.6846,-87.2645","19.0094,-71.4354",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.6846,-87.2645","19.0094,-71.4354",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,iOS,Chrome,"34.6848,-78.8116","37.6251,-97.6538",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"34.6848,-78.8116","37.6251,-97.6538",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"34.6848,-78.8116","37.6251,-97.6538",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"34.6848,-78.8116","37.6251,-97.6538",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"34.6848,-78.8116","37.6251,-97.6538",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,Windows,Chrome,"46.296,-116.843","42.8491,-127.2572",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
desktop,Windows,Chrome,"46.296,-116.843","42.8491,-127.2572",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
desktop,Windows,Chrome,"46.296,-116.843","42.8491,-127.2572",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.016302499371440946
desktop,Windows,Chrome,"46.296,-116.843","42.8491,-127.2572",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
desktop,Windows,Chrome,"46.296,-116.843","42.8491,-127.2572",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
desktop,Linux,Firefox,"35.0974,-81.1605","45.7416,-99.8649",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Linux,Firefox,"35.0974,-81.1605","45.7416,-99.8649",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Linux,Firefox,"35.0974,-81.1605","45.7416,-99.8649",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Linux,Firefox,"35.0974,-81.1605","45.7416,-99.8649",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Linux,Firefox,"35.0974,-81.1605","45.7416,-99.8649",0.0,1,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Windows,Edge,"26.9404,-78.9176","999.9999,-800.0000",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Edge,"26.9404,-78.9176","999.9999,-800.0000",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Edge,"26.9404,-78.9176","999.9999,-800.0000",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Edge,"26.9404,-78.9176","999.9999,-800.0000",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Edge,"26.9404,-78.9176","999.9999,-800.0000",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Windows,Edge,"38.5634,-96.9239","50.0703,-96.3692",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Edge,"38.5634,-96.9239","50.0703,-96.3692",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Edge,"38.5634,-96.9239","50.0703,-96.3692",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Edge,"38.5634,-96.9239","50.0703,-96.3692",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Edge,"38.5634,-96.9239","50.0703,-96.3692",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Windows,Chrome,"46.5436,-70.8347","39.6622,-58.9689",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Chrome,"46.5436,-70.8347","39.6622,-58.9689",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Chrome,"46.5436,-70.8347","39.6622,-58.9689",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Chrome,"46.5436,-70.8347","39.6622,-58.9689",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Chrome,"46.5436,-70.8347","39.6622,-58.9689",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,Android,Samsung Internet,45.5017;-73.5673,"30.582,-87.1453",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.03916572279676437
mobile,Android,Samsung Internet,45.5017;-73.5673,"30.582,-87.1453",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.03916572279676437
mobile,Android,Samsung Internet,45.5017;-73.5673,"30.582,-87.1453",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.01798620996209156
mobile,Android,Samsung Internet,45.5017;-73.5673,"30.582,-87.1453",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.03916572279676437
mobile,Android,Samsung Internet,45.5017;-73.5673,"30.582,-87.1453",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.01798620996209156
mobile,Android,Chrome,"30.657,-81.3169","29.89,-73.0973",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
mobile,Android,Chrome,"30.657,-81.3169","29.89,-73.0973",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
mobile,Android,Chrome,"30.657,-81.3169","29.89,-73.0973",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.007391541344281977
mobile,Android,Chrome,"30.657,-81.3169","29.89,-73.0973",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
mobile,Android,Chrome,"30.657,-81.3169","29.89,-73.0973",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.007391541344281977
mobile,iOS,Chrome,"34.606,-82.6081","19.826,-95.1079",0.0,0,,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"34.606,-82.6081","19.826,-95.1079",0.0,0,,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"34.606,-82.6081","19.826,-95.1079",0.0,0,,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"34.606,-82.6081","19.826,-95.1079",0.0,0,,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"34.606,-82.6081","19.826,-95.1079",0.0,0,,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,Linux,Chrome,"36.2531,-112.4696","22.0274,-102.4457",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Linux,Chrome,"36.2531,-112.4696","22.0274,-102.4457",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Linux,Chrome,"36.2531,-112.4696","22.0274,-102.4457",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Linux,Chrome,"36.2531,-112.4696","22.0274,-102.4457",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Linux,Chrome,"36.2531,-112.4696","22.0274,-102.4457",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,Android,Chrome,"39.4817,-109.1385","41.0804,-119.6986",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
mobile,Android,Chrome,"39.4817,-109.1385","41.0804,-119.6986",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
mobile,Android,Chrome,"39.4817,-109.1385","41.0804,-119.6986",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.007391541344281977
mobile,Android,Chrome,"39.4817,-109.1385","41.0804,-119.6986",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
mobile,Android,Chrome,"39.4817,-109.1385","41.0804,-119.6986",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.007391541344281977
mobile,Android,Chrome,"43.9838,-96.8005","44.5973,-111.0587",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"43.9838,-96.8005","44.5973,-111.0587",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"43.9838,-96.8005","44.5973,-111.0587",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"43.9838,-96.8005","44.5973,-111.0587",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"43.9838,-96.8005","44.5973,-111.0587",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,iOS,Chrome,"27.4718,-106.7998","42.3093,-119.3834",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
mobile,iOS,Chrome,"27.4718,-106.7998","42.3093,-119.3834",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
mobile,iOS,Chrome,"27.4718,-106.7998","42.3093,-119.3834",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.03229546469845053
mobile,iOS,Chrome,"27.4718,-106.7998","42.3093,-119.3834",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
mobile,iOS,Chrome,"27.4718,-106.7998","42.3093,-119.3834",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.03229546469845053
mobile,iOS,safari_mobile,"47.2413,-99.238","38.2966,-111.9555",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,safari_mobile,"47.2413,-99.238","38.2966,-111.9555",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,safari_mobile,"47.2413,-99.238","38.2966,-111.9555",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,safari_mobile,"47.2413,-99.238","38.2966,-111.9555",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,safari_mobile,"47.2413,-99.238","38.2966,-111.9555",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,Linux,Chrome,"25.3077,-75.5768","18.0508,-75.0623",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
desktop,Linux,Chrome,"25.3077,-75.5768","18.0508,-75.0623",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
desktop,Linux,Chrome,"25.3077,-75.5768","18.0508,-75.0623",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.016302499371440946
desktop,Linux,Chrome,"25.3077,-75.5768","18.0508,-75.0623",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
desktop,Linux,Chrome,"25.3077,-75.5768","18.0508,-75.0623",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
